"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,          76,      -6.179106879,      -5.566229113,      -5.984050808,       -5.72893462,      -10.10936514,      -2.034357912,     0.02707852128,      0.2761440621,                 0,                 0,                 0,     0.05490242381,     0.02707852128,      0.2761440621,                 0,       10.19790037,    0.002394599513
          0,           0,          77,      -6.320268064,      -5.573794973,      -6.008510311,      -5.897223611,      -10.12727182,      -1.964911543,     0.02662020646,      0.2764616536,                 0,                 0,                 0,     0.05498629757,     0.02662020646,      0.2764616536,                 0,       10.38540606,    0.002394599513
          0,           0,          78,      -6.324464086,       -5.57654154,      -6.009648456,      -5.913853057,      -10.12825475,      -2.288317447,     0.02600851518,      0.2769732199,                 0,                 0,                 0,     0.05511935585,     0.02600851518,      0.2769732199,                 0,       10.64932842,    0.002394599513
          0,           0,          79,      -6.367983285,      -5.575493976,      -6.013463861,      -5.916677605,      -10.12922811,       -2.40687747,     0.02517980349,      0.2777977426,                 0,                 0,                 0,     0.05530723147,     0.02517980349,      0.2777977426,                 0,       11.03256198,    0.002394599513
          0,           0,          80,       -6.38534295,      -5.577838734,      -6.011881185,       -5.93029419,      -10.12101386,      -2.413024597,     0.02413906673,      0.2791569284,                 0,                 0,                 0,     0.05557772567,     0.02413906673,      0.2791569284,                 0,       11.56452863,    0.002394599513
          0,           0,          81,      -6.397650883,      -5.581117807,       -6.00839204,      -5.937179675,      -10.08939904,      -2.384458188,     0.02294464159,       0.281251435,                 0,                 0,                 0,     0.05590397888,     0.02294464159,       0.281251435,                 0,       12.25782647,    0.002394599513
          0,           0,          82,      -6.396903884,      -5.585884682,      -6.005305494,      -5.930770913,      -10.04733173,      -2.348890325,     0.02169818763,      0.2844677732,                 0,                 0,                 0,     0.05630644904,     0.02169818763,      0.2844677732,                 0,       13.11020893,    0.002394599513
          0,           0,          83,         -6.374495,      -5.592926807,      -6.004635369,       -5.90496301,       -10.0014259,      -2.319714848,     0.02054307955,      0.2891588338,                 0,                 0,                 0,     0.05672539156,     0.02054307955,      0.2891588338,                 0,       14.07572964,    0.002394599513
          0,           0,          84,      -6.330268094,      -5.602924309,      -6.005633449,      -5.861518134,      -10.01208522,      -2.350168716,     0.01979435183,      0.2943438077,                 0,                 0,                 0,     0.05695515548,     0.01979435183,      0.2943438077,                 0,       14.87009073,    0.002394599513
          0,           0,          85,      -6.319508341,      -5.614474436,      -6.012874907,      -5.855228362,      -10.05106464,      -2.421499663,     0.01937162121,      0.2995963308,                 0,                 0,                 0,      0.0569698893,     0.01937162121,      0.2995963308,                 0,       15.46573348,    0.002394599513
          0,           0,          86,      -6.309371393,       -5.62573986,      -6.014028817,      -5.851887634,      -10.08770831,      -2.486200303,     0.01920489799,      0.3044868611,                 0,                 0,                 0,     0.05677697385,     0.01920489799,      0.3044868611,                 0,       15.85464611,    0.002394599513
          0,           0,          87,      -6.310561183,      -5.636730431,      -6.010042475,      -5.859322704,      -10.06538866,      -2.501159945,     0.01930297833,      0.3086658886,                 0,                 0,                 0,     0.05643953067,     0.01930297833,      0.3086658886,                 0,       15.99058359,    0.002394599513
          0,           0,          88,      -6.307734322,      -5.648319873,      -6.007080355,      -5.865142672,      -9.994081644,       -2.46546879,     0.01952202224,      0.3119273531,                 0,                 0,                 0,     0.05602746979,     0.01952202224,      0.3119273531,                 0,       15.97822957,    0.002394599513
          0,           0,          89,      -6.309453102,      -5.661503931,      -6.011471778,      -5.873675897,      -9.961395858,      -2.427271587,     0.01976164011,      0.3142079653,                 0,                 0,                 0,     0.05560335511,     0.01976164011,      0.3142079653,                 0,        15.8998931,    0.002394599513
          0,           0,          90,      -6.310821645,      -5.676857738,      -6.026109212,      -5.879347605,       -9.93375685,      -2.407715994,      0.0200235063,      0.3154826554,                 0,                 0,                 0,      0.0551630595,      0.0200235063,      0.3154826554,                 0,       15.75561496,    0.002394599513
          0,           0,          91,      -6.317219902,      -5.693742385,       -6.04814056,      -5.885737835,      -9.921247636,       -2.41400799,     0.02023766741,      0.3159614876,                 0,                 0,                 0,     0.05478003525,     0.02023766741,      0.3159614876,                 0,       15.61254473,    0.002394599513
          0,           0,          92,      -6.324194567,      -5.710337573,      -6.069661621,      -5.890167668,      -9.944139468,      -2.449730773,     0.02032383082,      0.3157335143,                 0,                 0,                 0,     0.05437861817,     0.02032383082,      0.3157335143,                 0,        15.5351379,    0.002394599513
          0,           0,          93,      -6.313779749,      -5.726816698,      -6.070159941,      -5.874791883,      -10.11453111,      -2.500311154,     0.02032093347,      0.3156186267,                 0,                 0,                 0,     0.05428312625,     0.02032093347,      0.3156186267,                 0,       15.53169923,    0.002394599513
          0,           0,          94,      -6.350137239,      -5.732528664,      -6.088993231,      -5.927195851,      -10.12268866,      -2.553873577,     0.02031393592,      0.3154105581,                 0,                 0,                 0,     0.05416872936,     0.02031393592,      0.3154105581,                 0,       15.52680679,    0.002394599513
          0,           0,          95,      -6.343488512,      -5.734852386,       -6.08707064,      -5.922830571,      -10.11901121,      -2.707733567,     0.02031191824,      0.3151129735,                 0,                 0,                 0,     0.05405058564,     0.02031191824,      0.3151129735,                 0,        15.5136984,    0.002394599513
          0,           0,          96,      -6.334607036,      -5.736699512,      -6.079194788,      -5.913460929,       -10.1175624,      -2.721823072,     0.02029123642,      0.3147128061,                 0,                 0,                 0,     0.05393246221,     0.02029123642,      0.3147128061,                 0,       15.50978953,    0.002394599513
          0,           0,          97,      -6.339626671,      -5.735946527,      -6.073222132,      -5.911505775,       -10.1168041,      -2.710975919,     0.02024445406,      0.3141454451,                 0,                 0,                 0,     0.05381613429,     0.02024445406,      0.3141454451,                 0,       15.51760518,    0.002394599513
